Average,,,,,
e1 [1] - engr.,e2 [1] - engr.,gamma [1] - engr.,Time_0,Time,Pressure
0.00245451,-0.000519132,-0.0444487,192.3532,130,101816.92
0.00212407,-0.000477904,-0.0422689,197.3532,135,101796.46
0.00185578,-0.000441122,-0.0432257,202.3527,139.9995,101720.2397
0.0042793,-0.000754778,-0.0433389,207.3526,144.9994,101633.4215
0.00359747,-0.000713879,-0.0455839,212.3536,150.0004,101562.0333
0.00305627,-0.000647443,-0.0467953,217.3523,154.9991,101632.2382
0.00263593,-0.000584939,-0.0448435,222.3532,160,101836.57
0.00226816,-0.000549836,-0.0436577,227.3529,164.9997,101839.9426
0.00197958,-0.000518963,-0.0428635,232.3525,169.9993,101770.0128
0.00463899,-0.0008023,-0.0417516,237.3523,174.9991,101678.3181
0.00394804,-0.000764262,-0.0433133,242.3523,179.9991,101591.8664
0.00338141,-0.000690284,-0.0436858,247.3526,184.9994,101601.5154
0.00286037,-0.000669708,-0.0455857,252.3522,189.999,101945.3712
0.00245426,-0.000640161,-0.044227,257.3524,194.9992,102101.0105
0.00217403,-0.000572129,-0.0443501,262.3529,199.9997,102067.859
0.00192302,-0.000521029,-0.0435125,267.3532,205,101970.9
0.00602396,-0.00100645,-0.0398636,272.3526,209.9994,101848.8383
0.00506134,-0.000976769,-0.0426049,277.3533,215.0001,101730.1776
0.00434964,-0.000880482,-0.0430509,282.3533,220.0001,101628.8367
0.00372672,-0.000814508,-0.0444449,287.3532,225,101888.32
0.00321112,-0.000775805,-0.0435352,292.3532,230,101930.25
0.002797,-0.000727811,-0.0431088,297.3531,234.9999,101865.3519
0.00247874,-0.000672271,-0.041643,302.3532,240,101767.03
0.00477945,-0.000967605,-0.0413957,307.3529,244.9997,101666.7364
0.0040811,-0.000895811,-0.0432079,312.3527,249.9995,101816.7099
0.00350083,-0.000859152,-0.043515,317.3524,254.9992,102098.3561
0.00305412,-0.000773106,-0.0433893,322.3528,259.9996,102108.5029
0.002687,-0.000742937,-0.0423291,327.3536,265.0004,102015.1995
0.00659879,-0.00111528,-0.0379005,332.3527,269.9995,101890.9242
0.00569573,-0.0010932,-0.0401682,337.353,274.9998,101767.3953
0.00486635,-0.00102678,-0.0429426,342.3527,279.9995,101813.316
0.00416398,-0.000973762,-0.0441327,347.353,284.9998,101984.5686
0.00361052,-0.000928663,-0.0447577,352.3534,290.0002,101967.2468
0.00316223,-0.000840939,-0.0434911,357.3524,294.9992,101877.2982
0.00566418,-0.00108976,-0.040163,362.3531,299.9999,101767.4125
0.00492196,-0.00104944,-0.0418666,367.3524,304.9992,101901.7966
0.00422374,-0.00100029,-0.0431589,372.3532,310,102010.08
0.00366036,-0.000925088,-0.0434726,377.3527,314.9995,101962.3489
0.00321298,-0.000858813,-0.0430619,382.3524,319.9992,101860.4295
0.00564363,-0.00111364,-0.0398655,387.3529,324.9997,102003.9422
0.00484417,-0.00106979,-0.0411641,392.3528,329.9996,102089.0495
0.00415793,-0.00101463,-0.0418873,397.3526,334.9994,102033.7287
0.00363124,-0.000934863,-0.0427179,402.353,339.9998,101921.8553
0.0059992,-0.00117573,-0.0385952,407.3532,345,101882.9
0.00515404,-0.0011233,-0.0409112,412.3532,350,102073.55
0.00443062,-0.00105065,-0.0441228,417.3529,354.9997,102057.8042
0.00383405,-0.000993666,-0.0433939,422.3527,359.9995,101957.7028
0.00412553,-0.00101878,-0.0416793,427.3529,364.9997,101836.4583
0.0054869,-0.00117664,-0.0400611,432.3528,369.9996,102015.2109
0.00472273,-0.00111565,-0.0417072,437.3528,374.9996,102076.7708
0.0040757,-0.00105688,-0.0433805,442.3525,379.9993,102004.1855
0.00358227,-0.000983115,-0.0423543,447.353,384.9998,102038.3123
0.00588255,-0.00121113,-0.0398068,452.3533,390.0001,102181.5499
0.00505823,-0.00115498,-0.0410922,457.3534,395.0002,102128.1652
0.00435581,-0.00110356,-0.0428787,462.3527,399.9995,102006.7248
0.00663084,-0.00129662,-0.0383012,467.3526,404.9994,101952.1995
0.00579967,-0.00124238,-0.0400903,472.3532,410,102134.255
0.00498826,-0.00118124,-0.041073,477.3525,414.9993,102115.2557
0.00432841,-0.0011166,-0.0421771,482.3523,419.9991,102008.4782
0.00430477,-0.00110766,-0.0425066,487.3532,425,102028.27
0.00585511,-0.00128424,-0.039076,492.3528,429.9996,102167.7473
0.00503658,-0.00121857,-0.040229,497.3529,434.9997,102112.6266
0.00438893,-0.00116012,-0.0421004,502.3525,439.9993,102061.8862
0.00663984,-0.00134582,-0.0380122,507.353,444.9998,102250.4074
0.00582266,-0.00129537,-0.0391285,512.3528,449.9996,102209.4914
0.00501591,-0.00126128,-0.0405061,517.3526,454.9994,102078.5089
0.00474675,-0.0012263,-0.040566,522.3535,460.0003,102088.6877
0.00633902,-0.00139611,-0.0388271,527.353,464.9998,102207.9058
0.00547298,-0.00131422,-0.0404317,532.3527,469.9995,102183.6748
0.004769,-0.00123146,-0.0409471,537.3527,474.9995,102063.7175
0.00696231,-0.00139775,-0.0374465,542.3531,479.9999,102152.9741
0.00611571,-0.00137469,-0.0386254,547.3532,485,102221.265
0.00529552,-0.00130716,-0.0400246,552.3529,489.9997,102140.9676
0.00459589,-0.00125539,-0.0403341,557.3535,495.0003,102006.2063
0.00675464,-0.00144718,-0.0376913,562.3532,500,102220.85
0.00582484,-0.00137567,-0.0394977,567.3528,504.9996,102202.3565
0.00505177,-0.00130781,-0.0412829,572.3531,509.9999,102132.7183
0.00443656,-0.001229,-0.041834,577.3532,515,102338.47
0.00643482,-0.00143068,-0.0381323,582.3535,520.0003,102289.9123
0.00557993,-0.00134997,-0.0394834,587.353,524.9998,102154.1667
0.00750875,-0.00148992,-0.0365353,592.3531,529.9999,102295.2764
0.00672632,-0.00147541,-0.0381028,597.3534,535.0002,102302.5761
0.0058008,-0.00141007,-0.0391716,602.353,539.9998,102186.6462
0.00505546,-0.00133,-0.0392493,607.3529,544.9997,102209.5883
0.00706443,-0.00152576,-0.0376185,612.3529,549.9997,102306.8902
0.00612237,-0.00145725,-0.0390308,617.3529,554.9997,102236.1338
0.00531578,-0.00139217,-0.039975,622.353,559.9998,102231.9864
0.0074683,-0.00155312,-0.0381028,627.3527,564.9995,102526.4677
0.00648591,-0.00151025,-0.0388495,632.3531,569.9999,102554.7506
0.00564655,-0.00143695,-0.0394037,637.3529,574.9997,102433.6053
0.00737145,-0.00154756,-0.0367555,642.3531,579.9999,102258.2541
0.0085854,-0.00173542,-0.0356644,647.3532,585,102369.66
0.0074288,-0.00165189,-0.0372424,652.3529,589.9997,102364.1851
0.00645467,-0.001585,-0.0387987,657.3529,594.9997,102238.0198
0.00563894,-0.00148515,-0.0393544,662.3534,600.0002,102585.5451
0.00760202,-0.00166451,-0.0369075,667.3524,604.9992,102755.8151
0.00661987,-0.00160175,-0.038231,672.3528,609.9996,102667.8027
0.00578303,-0.00154283,-0.0389341,677.353,614.9998,102506.2544
0.0105341,-0.00197844,-0.0348779,682.3528,619.9996,102303.1435
0.00916239,-0.00190412,-0.0358172,687.3526,624.9994,102464.87
0.00797081,-0.0018016,-0.0367537,692.3522,629.999,102746.2973
0.00694841,-0.0017201,-0.0377373,697.3528,634.9996,102700.5801
0.00609121,-0.00165658,-0.0390042,702.3529,639.9997,102532.0828
0.0110193,-0.00205571,-0.0343981,707.3531,644.9999,102331.2395
0.00960643,-0.00202104,-0.0345599,712.3532,650,102651.16
0.00840832,-0.00189433,-0.0365884,717.3525,654.9993,102804.6276
0.00735487,-0.0017922,-0.0370266,722.3526,659.9994,102722.9996
0.00648876,-0.00169786,-0.0377796,727.3525,664.9993,102537.9362
0.0111801,-0.00210568,-0.0343515,732.3534,670.0002,102330.2109
0.00975993,-0.00202865,-0.0354021,737.3523,674.9991,102610.4327
0.00852347,-0.00192369,-0.0363294,742.3526,679.9994,102796.5167
0.00749481,-0.00181665,-0.03703,747.3526,684.9994,102705.4193
0.00662448,-0.00172907,-0.0373709,752.3523,689.9991,102517.5908
0.0113037,-0.00214235,-0.0340682,757.353,694.9998,102554.5541
0.00987153,-0.00206625,-0.0349095,762.3527,699.9995,102878.2362
0.00862604,-0.00198893,-0.0355048,767.3528,704.9996,102849.5249
0.00760746,-0.00186613,-0.0371021,772.353,709.9998,102680.9344
0.0121544,-0.00220478,-0.0332867,777.3533,715.0001,102465.4352
0.0109482,-0.00219337,-0.0346799,782.3534,720.0002,102545.0019
0.00957877,-0.00210828,-0.0352746,787.3525,724.9993,102509.6155
0.00842175,-0.00200132,-0.0360625,792.3528,729.9996,102428.4769
0.00742419,-0.00191116,-0.0365525,797.3529,734.9997,102871.3349
0.00925618,-0.00206907,-0.0349303,802.3522,739.999,102887.1277
0.0082012,-0.00199427,-0.0358288,807.3528,744.9996,102749.2785
0.00977973,-0.00206712,-0.0345796,812.353,749.9998,102535.395
0.0115717,-0.00227953,-0.0337974,817.353,754.9998,102795.8994
0.0101351,-0.00218185,-0.0349315,822.3525,759.9993,102946.959
0.00888802,-0.00211629,-0.0348881,827.3533,765.0001,102833.9658
0.00784683,-0.00199844,-0.0361281,832.3533,770.0001,102627.295
0.0123943,-0.00238348,-0.0340113,837.3527,774.9995,102630.7106
0.0108475,-0.00231256,-0.0340008,842.3534,780.0002,102947.7813
0.00955293,-0.00219621,-0.0349598,847.3525,784.9993,102897.8196
0.008444,-0.00207796,-0.0355257,852.3532,790,102735.47
0.0125576,-0.0023441,-0.0330671,857.3525,794.9993,102527.0872
0.0116333,-0.00237097,-0.033852,862.3526,799.9994,102878.5561
0.0102416,-0.00227408,-0.0349403,867.3528,804.9996,102950.8642
0.00901639,-0.00218175,-0.0349742,872.353,809.9998,102807.0136
0.00800622,-0.0020753,-0.0361131,877.3532,815,102593.46
0.0124063,-0.00243178,-0.0336117,882.3531,819.9999,102977.7036
0.0108837,-0.00237567,-0.0347732,887.353,824.9998,103020.7832
0.00957784,-0.00226696,-0.035151,892.3526,829.9994,102883.5633
0.00852699,-0.00211816,-0.0357549,897.3524,834.9992,102659.8709
0.0128494,-0.00251976,-0.0339764,902.3529,839.9997,102899.8302
0.0112947,-0.00241781,-0.0344088,907.3535,845.0003,103034.0157
0.00998208,-0.00229299,-0.0347811,912.3525,849.9993,102905.0593
0.00883528,-0.00219541,-0.0347295,917.3529,854.9997,102690.5954
0.0132817,-0.00255173,-0.0325552,922.353,859.9998,102831.5044
0.0116972,-0.00247022,-0.0336855,927.3529,864.9997,103032.4375
0.0103372,-0.00233563,-0.0343781,932.3525,869.9993,102933.0749
0.0091442,-0.00224896,-0.0352159,937.353,874.9998,102750.225
0.0136421,-0.00260408,-0.0329477,942.353,879.9998,102982.7711
0.0120907,-0.00253072,-0.0341889,947.3532,885,103104.51
0.0106728,-0.00242698,-0.0342665,952.3533,890.0001,102975.1854
0.00947027,-0.00231943,-0.0346601,957.3528,894.9996,102749.4812
0.0138239,-0.00266207,-0.0325886,962.3533,900.0001,103004.2759
0.0122178,-0.00256263,-0.0339289,967.3527,904.9995,103107.7236
0.010809,-0.00245264,-0.0342445,972.3528,909.9996,102962.7862
0.00960366,-0.00232086,-0.0346874,977.3527,914.9995,102733.527
0.0139633,-0.00266872,-0.0328453,982.3533,920.0001,102979.3016
0.0123486,-0.0025838,-0.0336621,987.3527,924.9995,103059.2491
0.0109124,-0.00248636,-0.033778,992.3533,930.0001,103012.6658
0.00968207,-0.00237539,-0.0336056,997.3527,934.9995,102859.2887
0.0140505,-0.00271852,-0.0329548,1002.3531,939.9999,102961.9991
0.0124501,-0.00262716,-0.0335935,1007.3528,944.9996,102880.9668
0.0109831,-0.0025176,-0.0340115,1012.3526,949.9994,103010.3521
0.011444,-0.00247366,-0.0336697,1017.3527,954.9995,103226.8858
0.011949,-0.00256743,-0.0338283,1022.3532,960,103116.13
0.0105962,-0.00247714,-0.0340295,1027.3523,964.9991,102886.0853
0.0148497,-0.00283188,-0.0323896,1032.3526,969.9994,102993.9564
0.0131645,-0.00274484,-0.0330458,1037.3523,974.9991,103172.6868
0.011599,-0.0026318,-0.0337879,1042.3526,979.9994,103060.7238
0.0103454,-0.00250551,-0.0338864,1047.3535,985.0003,102824.5323
0.0146561,-0.00283321,-0.03241,1052.3523,989.9991,102924.2458
0.013017,-0.00274475,-0.0334904,1057.3529,994.9997,102809.9958
0.0115369,-0.00261815,-0.0337593,1062.3528,999.9996,103175.8581
0.0110634,-0.00254937,-0.0335267,1067.3531,1004.9999,103221.2117
0.0117304,-0.00264694,-0.0333724,1072.3526,1009.9994,103044.17
0.0112293,-0.00258334,-0.0330343,1077.3528,1014.9996,103013.3188
0.0145133,-0.00288053,-0.0323874,1082.3534,1020.0002,103277.9402
0.0128796,-0.00275442,-0.0332501,1087.3535,1025.0003,103179.0235
0.01141,-0.002643,-0.0336145,1092.3534,1030.0002,102977.0186
0.0156229,-0.00292948,-0.0319157,1097.3531,1034.9999,103183.365
0.0139693,-0.00289015,-0.0329662,1102.3527,1039.9995,103272.0548
0.0124022,-0.00275144,-0.0330946,1107.3532,1045,103112.39
0.0110143,-0.00263574,-0.0334669,1112.3533,1050.0001,102923.4004
0.0151455,-0.002967,-0.0321103,1117.3525,1054.9993,103271.8967
0.0134536,-0.00286508,-0.0327474,1122.3532,1060,103218.535
0.0119383,-0.00274905,-0.0330926,1127.3533,1065.0001,103009.5503
0.013728,-0.00282281,-0.0320719,1132.3531,1069.9999,103348.665
0.014561,-0.00296761,-0.0323389,1137.3531,1074.9999,103350.8612
0.0128988,-0.00286625,-0.0327401,1142.3531,1079.9999,103155.6739
0.0119653,-0.00275791,-0.0331673,1147.3525,1084.9993,103066.9818
0.0154229,-0.00306561,-0.0324055,1152.3526,1089.9994,103339.7713
0.0137102,-0.00296157,-0.0323658,1157.353,1094.9998,103239.8978
0.0121741,-0.00282157,-0.0329345,1162.3533,1100.0001,103005.2822
0.0162992,-0.00308116,-0.031821,1167.3528,1104.9996,103331.2197
0.0146645,-0.00302974,-0.0326333,1172.3527,1109.9995,103322.0433
0.0130283,-0.0028953,-0.0338098,1177.3528,1114.9996,103143.8707
0.0119788,-0.00278001,-0.0333705,1182.3529,1119.9997,103079.4393
0.0155564,-0.0031123,-0.0320045,1187.3527,1124.9995,103328.8816
0.0138187,-0.00298884,-0.0326751,1192.3533,1130.0001,103233.3854
0.0123085,-0.00286517,-0.0329949,1197.3532,1135,103188.8
0.0164268,-0.00311723,-0.0312455,1202.3532,1140,103449.16
0.0147803,-0.0030736,-0.0321776,1207.3524,1144.9992,103335.5335
0.0131398,-0.00295507,-0.0325584,1212.3534,1150.0002,103087.8301
0.0170764,-0.00320196,-0.0310716,1217.3533,1155.0001,103403.2413
0.0154165,-0.00314978,-0.0320558,1222.3528,1159.9996,103391.7453
0.0137146,-0.00300243,-0.0323443,1227.3525,1164.9993,103187.1282
0.0122195,-0.0028776,-0.0326191,1232.353,1169.9998,103253.546
0.0161467,-0.00320029,-0.0314935,1237.3533,1175.0001,103400.144
0.0143597,-0.00310076,-0.0322886,1242.3527,1179.9995,103256.4338
0.0127886,-0.00298745,-0.0324933,1247.3526,1184.9994,103236.64
0.0168631,-0.00327299,-0.0315169,1252.3526,1189.9994,103547.6087
0.0150647,-0.00317561,-0.0320178,1257.3532,1195,103507.5
0.0134082,-0.00304046,-0.0323607,1262.3531,1199.9999,103281.943
0.0171443,-0.00327324,-0.0311197,1267.3532,1205,103450.25
0.016662,-0.00332768,-0.0317692,1272.3533,1210.0001,103503.6869
0.0147961,-0.00322036,-0.0319764,1277.3525,1214.9993,103306.7582
0.0131679,-0.003084,-0.0321645,1282.3527,1219.9995,103381.6149
0.0170461,-0.00339109,-0.0314675,1287.3527,1224.9995,103508.1939
0.0152212,-0.00324231,-0.031756,1292.353,1229.9998,103339.4901
0.0135478,-0.00311562,-0.0324795,1297.3525,1234.9993,103309.8458
0.0174812,-0.00342336,-0.0313342,1302.3531,1239.9999,103516.1896
0.0156187,-0.00331759,-0.0316985,1307.3532,1245,103399.94
0.013963,-0.00313593,-0.032144,1312.3526,1249.9994,103483.3572
0.0179542,-0.00339153,-0.0310176,1317.353,1254.9998,103615.2289
0.0161161,-0.00332618,-0.0316154,1322.3534,1260.0002,103501.6794
0.0143758,-0.00318109,-0.0319077,1327.3529,1264.9997,103287.3051
0.0187652,-0.00348179,-0.0306852,1332.353,1269.9998,103586.7951
0.0168662,-0.00339258,-0.031409,1337.3531,1274.9999,103496.2141
0.015023,-0.0032733,-0.0318138,1342.3533,1280.0001,103312.0402
0.0168092,-0.0033445,-0.0314042,1347.3533,1285.0001,103608.6103
0.0170518,-0.00346887,-0.0314368,1352.353,1289.9998,103506.9775
0.015231,-0.00331818,-0.0316529,1357.3529,1294.9997,103311.2603
0.0169463,-0.00335144,-0.0311453,1362.3528,1299.9996,103614.6557
0.0172524,-0.00348102,-0.0312421,1367.3532,1305,103530.03
0.0153967,-0.00335901,-0.0318282,1372.353,1309.9998,103277.1726
0.0170209,-0.00339055,-0.0310412,1377.3531,1314.9999,103669.994
0.0174,-0.00350828,-0.0312246,1382.3527,1319.9995,103666.4841
0.0155267,-0.00338055,-0.0314416,1387.3524,1324.9992,103453.0369
0.0145574,-0.00325978,-0.0315334,1392.353,1329.9998,103605.8831
0.0189655,-0.00365411,-0.0308185,1397.3523,1334.9991,103646.0915
0.0169226,-0.00351184,-0.0313977,1402.3523,1339.9991,103434.3719
0.0151027,-0.00337015,-0.0315584,1407.3528,1344.9996,103501.0326
0.0189044,-0.00364325,-0.0305741,1412.3526,1349.9994,103566.3744
0.0168957,-0.00354998,-0.0311887,1417.3527,1354.9995,103469.967
0.015129,-0.00338123,-0.0317345,1422.353,1359.9998,103650.5317
0.0189047,-0.00366074,-0.0307047,1427.3528,1364.9996,103671.8402
0.0169589,-0.00353841,-0.0311602,1432.3532,1370,103449.83
0.015175,-0.00339058,-0.0316946,1437.3531,1374.9999,103610.2157
0.018842,-0.00369509,-0.030862,1442.3531,1379.9999,103638.4127
0.0168492,-0.00356865,-0.0312762,1447.3531,1384.9999,103568.798
0.0150813,-0.00342463,-0.0314996,1452.3535,1390.0003,103525.4423
0.0188015,-0.00368327,-0.030847,1457.353,1394.9998,103599.1706
0.0168183,-0.00357425,-0.0309563,1462.3527,1399.9995,103599.295
0.0178061,-0.00361155,-0.0309779,1467.3523,1404.9991,103819.9244
0.0176025,-0.0035825,-0.0307027,1472.3523,1409.9991,103672.6465
0.0169354,-0.00357379,-0.0311292,1477.3523,1414.9991,103597.9506
0.020585,-0.00383032,-0.0303483,1482.3533,1420.0001,103767.9392
0.0185196,-0.00373256,-0.0309856,1487.3531,1424.9999,103620.4626
0.0165553,-0.00357904,-0.0309999,1492.3534,1430.0002,103648.0839
0.0202295,-0.00385478,-0.0301995,1497.353,1434.9998,103751.454
0.0182209,-0.0037368,-0.0306956,1502.3524,1439.9992,103609.8983
0.0163275,-0.00357604,-0.0311623,1507.3529,1444.9997,103890.5744
0.0199986,-0.00385904,-0.0303307,1512.3528,1449.9996,103768.6072
0.0179564,-0.00371854,-0.0308635,1517.3532,1455,103691.96
0.0200586,-0.0038071,-0.0300954,1522.353,1459.9998,103858.2912
0.0194617,-0.00385895,-0.0303569,1527.3532,1465,103675.27
0.0174215,-0.00368004,-0.0308549,1532.3526,1469.9994,103714.2706
0.021019,-0.0039269,-0.0299288,1537.3528,1474.9996,103808.6725
0.0189439,-0.00384607,-0.0305892,1542.3526,1479.9994,103615.8154
0.0169645,-0.003707,-0.030726,1547.3531,1484.9999,103859.3461
0.0205996,-0.00394756,-0.0303583,1552.3524,1489.9992,103792.6918
0.018527,-0.00381798,-0.030927,1557.3533,1495.0001,103590.289
0.017877,-0.00369595,-0.0307161,1562.3526,1499.9994,103823.9517
0.0200955,-0.00393722,-0.0304406,1567.3525,1504.9993,103709.2045
0.0180125,-0.00378063,-0.0307322,1572.3532,1510,103987.58
0.0199348,-0.00386697,-0.029997,1577.3531,1514.9999,103920.0121
0.0195693,-0.00393324,-0.0304206,1582.3529,1519.9997,103683.0802
0.0187081,-0.0038244,-0.0304016,1587.3526,1524.9994,103931.3713
0.0209231,-0.00405118,-0.0302342,1592.3528,1529.9996,103795.4801
0.0187857,-0.00387238,-0.0308328,1597.3533,1535.0001,103840.1358
0.0205126,-0.00393071,-0.0301417,1602.3525,1539.9993,103908.5342
0.0202,-0.00400774,-0.0305416,1607.3525,1544.9993,103684.7635
0.0181229,-0.00386358,-0.0305323,1612.3532,1550,103933.57
0.0216265,-0.00411318,-0.0299863,1617.3534,1555.0002,103860.9902
0.019454,-0.00399243,-0.0304055,1622.353,1559.9998,103745.9019
0.0185003,-0.00383052,-0.0303075,1627.3524,1564.9992,103933.769
0.0208866,-0.00409542,-0.0301741,1632.353,1569.9998,103810.0718
0.0187539,-0.00393897,-0.0305641,1637.3532,1575,104071.14
0.022243,-0.00415708,-0.0295861,1642.3527,1579.9995,103926.1565
0.0201142,-0.00407251,-0.0300639,1647.3535,1585.0003,103827.894
0.0214985,-0.00409261,-0.0297854,1652.3524,1589.9992,104228.0862
0.0213017,-0.00416773,-0.0301562,1657.3532,1595,104121.78
0.0191196,-0.00399777,-0.0302449,1662.3526,1599.9994,103857.3923
0.0232325,-0.00425664,-0.0293476,1667.3528,1604.9996,103935.3594
0.0231156,-0.00440105,-0.0293479,1672.3531,1609.9999,103909.4234
0.0207719,-0.00419425,-0.0298639,1677.3532,1615,103846.715
0.0186598,-0.00400903,-0.0299895,1682.3533,1620.0001,103921.8804
0.0221101,-0.00427819,-0.0296387,1687.3522,1624.999,103993.8147
0.0199439,-0.00412621,-0.0300302,1692.3522,1629.999,103981.0325
0.0206915,-0.00414317,-0.0298567,1697.3532,1635,104046.63
0.021384,-0.00419612,-0.0296447,1702.3536,1640.0004,104107.5351
0.0226468,-0.00428956,-0.0295728,1707.3522,1644.999,103866.5966
0.0204559,-0.00416321,-0.0298681,1712.3524,1649.9992,104258.431
0.0238123,-0.00437743,-0.029303,1717.3528,1654.9996,104297.8594
0.0214783,-0.00427188,-0.0297056,1722.3529,1659.9997,104071.6405
0.0193285,-0.00409343,-0.030044,1727.3529,1664.9997,104027.118
0.0254391,-0.00461426,-0.0290923,1732.3534,1670.0002,104069.3922
0.0229179,-0.00445228,-0.0295133,1737.3529,1674.9997,103992.579
0.0206152,-0.00422769,-0.0298071,1742.3525,1679.9993,104155.5364
0.0239998,-0.00446123,-0.0292003,1747.3533,1685.0001,103949.9644
0.0217133,-0.00433952,-0.0297078,1752.3533,1690.0001,104172.4287
0.0245633,-0.00448673,-0.0290777,1757.3525,1694.9993,104273.2279
0.0226909,-0.00442139,-0.0294654,1762.3525,1699.9993,104058.6849
0.0204549,-0.00422221,-0.0296608,1767.3532,1705,104276.96
0.0257795,-0.00464749,-0.0287422,1772.3528,1709.9996,104411.3257
0.0232933,-0.00450224,-0.0292328,1777.3527,1714.9995,104184.7234
0.020979,-0.00427825,-0.0294429,1782.3528,1719.9996,104053.1301
0.0270432,-0.00480118,-0.0285207,1787.3531,1724.9999,104151.4208
0.0244074,-0.00467951,-0.0291802,1792.3527,1729.9995,103970.6402
0.0220014,-0.00444403,-0.0293636,1797.3532,1735,104204.39
0.0252388,-0.00460734,-0.0287147,1802.3525,1739.9993,104046.2489
0.02305,-0.00449048,-0.029376,1807.3529,1744.9997,104280.5695
0.0236466,-0.00448015,-0.0289782,1812.3531,1749.9999,104426.8213
0.0239234,-0.00458041,-0.0290484,1817.3528,1754.9996,104203.5565
0.0216037,-0.00439432,-0.029403,1822.3529,1759.9997,104259.6904
0.0276126,-0.00490524,-0.0285162,1827.3528,1764.9996,104482.6508
0.0249886,-0.004747,-0.028786,1832.3525,1769.9993,104317.3014
0.0225233,-0.00453035,-0.0292361,1837.3529,1774.9997,104131.18
0.0283586,-0.00493776,-0.0282127,1842.3534,1780.0002,104252.2035
0.0259174,-0.00485545,-0.0288768,1847.3532,1785,104072.78
0.0233841,-0.00463302,-0.0290208,1852.3533,1790.0001,104284.9283
0.0264713,-0.00477261,-0.0285095,1857.3526,1794.9994,104106.9652
0.0242176,-0.00467669,-0.0287653,1862.3529,1799.9997,104309.7615
0.0245319,-0.00462489,-0.0286381,1867.353,1804.9998,104185.6106
0.0249768,-0.00475017,-0.0286664,1872.3528,1809.9996,104195.2032
0.022606,-0.00454095,-0.0289846,1877.3528,1814.9996,104241.1859
0.0256821,-0.00480185,-0.0285838,1882.3537,1820.0005,104403.1548
0.0232682,-0.00460258,-0.028824,1887.3528,1824.9996,104364.9861
0.0264053,-0.00482651,-0.0284694,1892.3528,1829.9996,104245.1352
0.0240002,-0.00467835,-0.0285903,1897.353,1834.9998,104355.2938
0.0269943,-0.00494017,-0.0284051,1902.3522,1839.999,104180.8728
0.0244481,-0.00475852,-0.0285875,1907.3531,1844.9999,104374.5003
0.0271592,-0.0048867,-0.0281142,1912.3535,1850.0003,104174.4095
0.0250779,-0.0047949,-0.0286646,1917.3525,1854.9993,104373.8826
0.0251008,-0.004695,-0.0286696,1922.3529,1859.9997,104255.4781
0.0256883,-0.00484053,-0.0285322,1927.3531,1864.9999,104363.8147
0.0232622,-0.0046382,-0.0288531,1932.3523,1869.9991,104302.7789
0.0262861,-0.0049015,-0.0285552,1937.3527,1874.9995,104296.2221
0.0238364,-0.00468971,-0.028754,1942.3534,1880.0002,104461.9283
0.0268548,-0.0049557,-0.0284179,1947.3527,1884.9995,104309.4727
0.0243718,-0.00475856,-0.0287386,1952.3522,1889.999,104513.0124
0.0274062,-0.00498906,-0.0280383,1957.3527,1894.9995,104323.3014
0.0259355,-0.00491749,-0.0285299,1962.3531,1899.9999,104486.3779
0.0274106,-0.00494797,-0.0281351,1967.3524,1904.9992,104341.185
0.0263402,-0.00495201,-0.0283699,1972.3528,1909.9996,104551.0213
0.0251912,-0.00480963,-0.028474,1977.3527,1914.9995,104651.8006
