Average,,,,,
e1 [1] - engr.,e2 [1] - engr.,gamma [1] - engr.,Time_0,Time,Pressure
0.0103153,-0.0016125,-0.00700604,147.5555,135.0009,102401.7132
0.00908133,-0.00158355,-0.0137875,152.5542,139.9996,102354.1183
0.00818783,-0.00144226,-0.0214407,157.5547,145.0001,102222.8574
0.00747167,-0.00136775,-0.0256697,162.5546,150,102083.4999
0.00699938,-0.00126344,-0.0312383,167.5551,155.0005,101973.6766
0.00667097,-0.00117908,-0.0368467,172.5547,160.0001,101873.5283
0.00634413,-0.00108565,-0.0413369,177.5547,165.0001,102022.1388
0.0108687,-0.00171123,-0.00511552,182.5552,170.0006,102391.2706
0.00949169,-0.00161201,-0.0135445,187.5547,175.0001,102381.9176
0.00847198,-0.00154278,-0.0171105,192.5545,179.9999,102258.7922
0.00777736,-0.00143485,-0.0228349,197.5545,184.9999,102117.8212
0.00728018,-0.00134308,-0.0280956,202.5553,190.0007,101991.7613
0.00690349,-0.00125859,-0.0335012,207.5548,195.0002,102046.15
0.00664679,-0.00114866,-0.0379492,212.5551,200.0005,102436.0345
0.0112563,-0.0017608,-0.00465348,217.5552,205.0006,102458.5717
0.00987508,-0.00168219,-0.0117065,222.5544,209.9998,102342.7549
0.00885058,-0.00159047,-0.0153689,227.5552,215.0006,102189.8606
0.00811459,-0.00142728,-0.0209418,232.5549,220.0003,102048.4108
0.00750551,-0.0013366,-0.0270102,237.5552,225.0006,101932.2656
0.00713157,-0.0012371,-0.0296333,242.5545,229.9999,102355.1614
0.00988663,-0.00164418,-0.0118257,247.555,235.0004,102479.3285
0.0105091,-0.00171244,-0.00770939,252.5551,240.0005,102388.3513
0.00936832,-0.0015841,-0.0120619,257.5548,245.0002,102256.1328
0.00848225,-0.00154342,-0.0182077,262.5548,250.0002,102108.6225
0.00783832,-0.00142782,-0.0237511,267.5548,255.0002,102246.3035
0.0073151,-0.00133395,-0.0282476,272.5549,260.0003,102547.2604
0.00699354,-0.00125055,-0.0323864,277.555,265.0004,102514.4572
0.0111606,-0.00171273,-0.00354091,282.5545,269.9999,102364.3536
0.00978107,-0.00167895,-0.0113766,287.5545,274.9999,102199.5224
0.00890783,-0.00158905,-0.016769,292.5548,280.0002,102053.1862
0.0081064,-0.00150157,-0.0211698,297.5552,285.0006,102322.948
0.00761224,-0.00140041,-0.0263947,302.5551,290.0005,102547.5404
0.012219,-0.0018353,-0.00163748,307.5542,294.9996,102481.7511
0.010705,-0.00169142,-0.00465262,312.5546,300,102327.2393
0.00957448,-0.00163113,-0.0101714,317.555,305.0004,102166.9398
0.00863285,-0.00154129,-0.0173386,322.5544,309.9998,102201.4932
0.00804471,-0.00149471,-0.0221983,327.5548,315.0002,102381.8096
0.00751918,-0.00140399,-0.0267985,332.5551,320.0005,102318.8752
0.0118643,-0.0018947,-0.00200859,337.5552,325.0006,102187.9514
0.0104273,-0.00177002,-0.00859641,342.5551,330.0005,102347.0617
0.00929526,-0.00169998,-0.0126981,347.5547,335.0001,102623.7103
0.00850805,-0.00161935,-0.017901,352.5551,340.0005,102564.462
0.00792399,-0.00151607,-0.0221536,357.5551,345.0005,102421.3084
0.0108393,-0.00182019,-0.00927703,362.5543,349.9997,102236.8235
0.009701,-0.0016978,-0.0107767,367.5546,355,102090.4118
0.008761,-0.00164928,-0.0182661,372.5546,360,102543.7816
0.00809146,-0.00154762,-0.0220099,377.5552,365.0006,102591.198
0.0125871,-0.00194214,-0.0011135,382.5544,369.9998,102461.4259
0.0109575,-0.00186441,-0.0049712,387.5543,374.9997,102289.4189
0.00976477,-0.00168432,-0.00896045,392.5544,379.9998,102437.3876
0.00891223,-0.00166208,-0.015527,397.5549,385.0003,102689.0305
0.00827139,-0.00155949,-0.0206615,402.555,390.0004,102619.5657
0.0077125,-0.00147119,-0.0242903,407.5546,395,102459.2291
0.0115685,-0.0018763,-0.00439031,412.5553,400.0007,102275.3811
0.0102157,-0.00176602,-0.0089186,417.5546,405,102522.25
0.00925653,-0.00170237,-0.0129032,422.5546,410,102696.2197
0.00847085,-0.00162296,-0.0185422,427.5544,414.9998,102594.7846
0.0129534,-0.00197598,-0.00222811,432.5547,420.0001,102414.2054
0.0113327,-0.00188938,-0.00566318,437.5551,425.0005,102234.3901
0.0100876,-0.00175354,-0.00962231,442.5552,430.0006,102614.4787
0.00915244,-0.00167272,-0.012767,447.5547,435.0001,102692.5282
0.0084486,-0.00160228,-0.0189194,452.5547,440.0001,102571.0141
0.0127315,-0.00195449,0.000244547,457.5553,445.0007,102386.7909
0.0111337,-0.00186137,-0.00534958,462.5547,450.0001,102621.01
0.0100099,-0.00172607,-0.00996961,467.5553,455.0007,102776.3105
0.00908892,-0.00168348,-0.015465,472.5553,460.0007,102658.1414
0.00842807,-0.00159831,-0.0186903,477.5547,465.0001,102463.5739
0.0124806,-0.00200889,-0.000969425,482.5546,470,102423.9882
0.0109551,-0.0018737,-0.0046561,487.5548,475.0002,102773.2413
0.00981949,-0.0017561,-0.00873851,492.5546,480,102731.2785
0.00902275,-0.00166337,-0.0163543,497.5547,485.0001,102557.1358
0.0131968,-0.00207817,0.000712907,502.5551,490.0005,102357.1879
0.0115327,-0.00196046,-0.00321628,507.5552,495.0006,102662.355
0.0103084,-0.00176475,-0.00621719,512.5546,500,102768.7699
0.00944297,-0.00170159,-0.013418,517.5551,505.0005,102624.4671
0.0114913,-0.00190842,-0.00459863,522.555,510.0004,102424.0997
0.0122918,-0.0019493,-0.000559173,527.5551,515.0005,102768.9824
0.0108262,-0.00188125,-0.00637079,532.5548,520.0002,102825.1648
0.00979539,-0.00171365,-0.00857352,537.5552,525.0006,102677.824
0.00906118,-0.00169396,-0.013922,542.5546,530,102471.259
0.0130231,-0.00205292,-8.43E-05,547.5544,534.9998,102682.7034
0.0114443,-0.00196731,-0.0025917,552.5546,540,102829.52
0.010288,-0.00183833,-0.00737129,557.5545,544.9999,102701.7826
0.00936342,-0.00172702,-0.0124528,562.555,550.0004,102497.6485
0.0132986,-0.00210906,0.000376535,567.5548,555.0002,102606.7415
0.0116812,-0.00200316,-0.00270852,572.5547,560.0001,102830.6998
0.0104238,-0.001803,-0.00590082,577.5549,565.0003,102746.339
0.00948955,-0.00175443,-0.0107453,582.5544,569.9998,102552.6142
0.0137241,-0.00210013,0.00213295,587.5543,574.9997,102855.1108
0.0119813,-0.00203406,-0.00289201,592.5546,580,102908.9201
0.0107258,-0.00189364,-0.00712373,597.5554,585.0008,102740.59
0.00970613,-0.00176652,-0.0118293,602.5553,590.0007,102517.5552
0.0141678,-0.00210307,4.82E-05,607.5545,594.9999,102916.386
0.0123655,-0.00206728,-0.000505789,612.5547,600.0001,102883.9177
0.0110114,-0.00192025,-0.00562375,617.5552,605.0006,102689.1557
0.00992099,-0.00183053,-0.0092929,622.5551,610.0005,102549.4129
0.0138738,-0.0021775,0.00220383,627.5547,615.0001,102934.5711
0.0121203,-0.00207616,-0.000871891,632.5549,620.0003,102854.7373
0.010809,-0.00194582,-0.00483019,637.5548,625.0002,102660.6486
0.00994319,-0.00179917,-0.010598,642.5549,630.0003,102960.924
0.01354,-0.00218336,0.00148406,647.5551,635.0005,102985.3939
0.0119357,-0.00205539,-0.00318974,652.5549,640.0003,102796.6926
0.010681,-0.00193761,-0.00743181,657.5548,645.0002,102712.9793
0.0114382,-0.00199042,-0.00432359,662.5544,649.9998,103013.3671
0.0133075,-0.00214421,-0.000210367,667.5551,655.0005,102931.2274
0.0117445,-0.00203041,-0.00409362,672.555,660.0004,102715.9394
0.010524,-0.00194673,-0.00642129,677.5547,665.0001,102891.2483
0.014445,-0.00228015,0.00250197,682.5548,670.0002,103004.1843
0.0125849,-0.00215548,-0.000172979,687.5553,675.0007,102843.3156
0.0112321,-0.00195446,-0.00273003,692.5547,680.0001,102611.6545
0.0117075,-0.00200983,-0.00385636,697.5548,685.0002,103201.9075
0.0137092,-0.00224943,0.00187332,702.5545,689.9999,103297.8214
0.0120679,-0.00207661,-0.00295905,707.5552,695.0006,103101.5617
0.0108552,-0.00197391,-0.00519468,712.5542,699.9996,102859.1129
0.0149157,-0.00231782,0.00270066,717.5547,705.0001,102844.342
0.0131079,-0.0021886,-0.000717771,722.5552,710.0006,103053.092
0.0116294,-0.00205361,-0.00407392,727.5547,715.0001,102919.2354
0.0105306,-0.00186466,-0.004709,732.5545,719.9999,102688.6138
0.0168072,-0.00252445,0.0034501,737.5549,725.0003,103058.9857
0.0145577,-0.00237981,0.00294609,742.5553,730.0007,103009.1617
0.0128803,-0.00221464,-0.00219066,747.5547,735.0001,102794.9563
0.011547,-0.00208012,-0.00406202,752.5541,739.9995,102997.863
0.0156632,-0.00236011,0.00361882,757.5543,744.9997,103079.9612
0.0138451,-0.00233106,0.00157088,762.5545,749.9999,102913.1913
0.0122354,-0.00217124,-0.00158236,767.5544,754.9998,103074.1689
0.0111043,-0.00201265,-0.0057448,772.5552,760.0006,103163.2824
0.0147277,-0.00235503,0.00220729,777.5544,764.9998,102975.8374
0.0129346,-0.00217656,0.000714981,782.5546,770,102840.5204
0.0116741,-0.00207397,-0.00458411,787.5543,774.9997,103135.4165
0.0154677,-0.0024486,0.00268087,792.5553,780.0007,103015.8319
0.0136257,-0.00230105,0.000903631,797.5548,785.0002,102776.1783
0.0122356,-0.00213005,-0.0034727,802.5554,790.0008,103533.4008
0.015972,-0.00246281,0.00266731,807.5551,795.0005,103704.7367
0.014007,-0.00233551,0.00167018,812.555,800.0004,103494.8215
0.0124284,-0.00213565,-0.000655944,817.5554,805.0008,103171.9274
0.0141207,-0.00230696,0.00122614,822.5548,810.0002,102961.9847
0.0145989,-0.00239147,0.00223806,827.555,815.0004,103224.5754
0.0129158,-0.00218762,0.00113541,832.5553,820.0007,103083.6146
0.0116854,-0.00203723,-0.00142997,837.5546,825,102986.1006
0.0201782,-0.00295456,0.00300663,842.5547,830.0001,103244.1684
0.0174217,-0.00279061,0.00322811,847.5543,834.9997,103126.7073
0.0152377,-0.00259287,0.00278892,852.5549,840.0003,102876.9735
0.0135961,-0.0024245,0.000284831,857.5548,845.0002,103619.852
0.0148273,-0.00250004,0.00150724,862.5543,849.9997,103763.0243
0.0157039,-0.00260171,0.00355581,867.555,855.0004,103538.6402
0.0139627,-0.00245156,-0.000531983,872.5547,860.0001,103208.1579
0.0149708,-0.00244602,0.00253259,877.5545,864.9999,102880.3765
0.0157529,-0.00261903,0.00309571,882.5547,870.0001,103648.5758
0.0140306,-0.00242242,0.000389873,887.5552,875.0006,103763.8438
0.0126319,-0.00228725,-0.00199988,892.5552,880.0006,103549.9479
0.0210439,-0.00311826,0.00235434,897.5553,885.0007,103221.914
0.0182254,-0.00292006,0.00324691,902.5552,890.0006,103159.8983
0.0159806,-0.00270504,0.00156741,907.5551,895.0005,103296.547
0.0142614,-0.00251003,0.000636451,912.5542,899.9996,103113.0083
0.0129204,-0.00240901,-0.00125498,917.5547,905.0001,103244.6442
0.0213919,-0.00320005,0.0022747,922.5544,909.9998,103828.5723
0.0184801,-0.00300007,0.00330655,927.5551,915.0005,103748.5347
0.0162731,-0.00280379,0.00293123,932.5543,919.9997,103485.9006
0.0145815,-0.00263222,0.00121811,937.555,925.0004,103140.1366
0.018309,-0.00289876,0.0026792,942.555,930.0004,103195.7821
0.01635,-0.00269142,0.00319855,947.555,935.0004,103260.6239
0.0146577,-0.00256299,0.000289803,952.5552,940.0006,103157.545
0.0200479,-0.00296554,0.00255975,957.5552,945.0006,103421.7778
0.0208061,-0.00320863,0.00201163,962.5543,949.9997,103275.0141
0.0181293,-0.00299427,0.00267917,967.5541,954.9995,103140.4253
0.0160678,-0.00276425,0.0013755,972.5544,959.9998,103370.1298
0.0144022,-0.00260849,0.000686491,977.5543,964.9997,103234.2765
0.0181738,-0.00292713,0.00276823,982.5549,970.0003,103352.1158
0.0161839,-0.00277537,0.00258463,987.5551,975.0005,103403.221
0.0161534,-0.00273702,0.00237361,992.5545,979.9999,103177.783
0.0175919,-0.00288952,0.0030371,997.5547,985.0001,103399.7821
0.0156727,-0.00272124,0.00214506,1002.5554,990.0008,103346.6703
0.0155256,-0.00257897,0.0026326,1007.5551,995.0005,103231.8455
0.0172659,-0.0028349,0.00274303,1012.5551,1000.0005,103464.3464
0.0153657,-0.00268283,0.00217102,1017.5539,1004.9993,103291.1962
0.0188956,-0.00292542,0.00307537,1022.555,1010.0004,103414.5403
0.0167031,-0.002777,0.00317576,1027.5541,1014.9995,103457.0071
0.0149251,-0.00253243,0.00200943,1032.5545,1019.9999,103223.2724
0.0183923,-0.00288442,0.00281629,1037.5544,1024.9998,103428.8395
0.0163365,-0.00269414,0.00155584,1042.5547,1030.0001,103370.8146
0.0157833,-0.00256676,0.00313327,1047.5551,1035.0005,103241.2354
0.0176564,-0.00284107,0.00350453,1052.5551,1040.0005,103473.9208
0.0157087,-0.00267783,0.00301567,1057.5549,1045.0003,103298.77
0.0191376,-0.00290731,0.002604,1062.5549,1050.0003,103419.3252
0.0169461,-0.00275556,0.00353348,1067.5549,1055.0003,103454.9882
0.0151701,-0.00255705,0.0011879,1072.5546,1060,103472.7529
0.0184818,-0.00289453,0.00282064,1077.5547,1065.0001,103597.4171
0.0163655,-0.00272561,0.00295637,1082.555,1070.0004,103373.7114
0.0156427,-0.00255292,0.00295691,1087.5547,1075.0001,103564.2722
0.0178126,-0.002843,0.00310346,1092.5544,1079.9998,103480.8389
0.0157571,-0.00255628,0.00297758,1097.5549,1085.0003,103336.8701
0.019253,-0.00293722,0.0025693,1102.5547,1090.0001,103535.0467
0.017017,-0.00277079,0.0031219,1107.5543,1094.9997,103371.7583
0.0202516,-0.00296461,0.00183108,1112.5552,1100.0006,103556.0039
0.0179749,-0.00287775,0.00304671,1117.5547,1105.0001,103495.4355
0.01586,-0.0026703,0.00339411,1122.5548,1110.0002,103309.4655
0.0191756,-0.00295787,0.00239349,1127.5543,1114.9997,103904.1711
0.0168788,-0.0027309,0.00351585,1132.5544,1119.9998,104008.6554
0.0155928,-0.00266999,0.00293276,1137.5549,1125.0003,103736.7242
0.0180856,-0.00289788,0.00280432,1142.5552,1130.0006,103368.9477
0.0160784,-0.00271369,0.00250865,1147.5551,1135.0005,103592.6633
0.0192327,-0.00300861,0.00255909,1152.5549,1140.0003,103428.7097
0.017025,-0.00282623,0.00333525,1157.5549,1145.0003,103920.6772
0.0155014,-0.00257731,0.00315873,1162.5554,1150.0008,104120.7572
0.0227892,-0.00341428,0.000994193,1167.5544,1154.9998,103888.1755
0.0198791,-0.00318875,0.00227971,1172.555,1160.0004,103518.8161
0.0175258,-0.00295508,0.00247475,1177.5552,1165.0006,103742.9733
0.0156687,-0.00275611,0.00236052,1182.5552,1170.0006,104061.5895
0.0187527,-0.00304173,0.00205124,1187.5546,1175,103866.6998
0.0167015,-0.00287614,0.00239847,1192.5553,1180.0007,103519.2204
0.0242553,-0.00358263,5.10E-05,1197.5551,1185.0005,103727.7659
0.0212105,-0.00337317,0.00151725,1202.5545,1189.9999,103539.3552
0.0186401,-0.00312668,0.00289079,1207.5546,1195,103724.8907
0.016753,-0.00292233,0.00171442,1212.5551,1200.0005,103638.1824
0.0246293,-0.00360582,-3.81E-05,1217.5546,1205,103721.4808
0.0215067,-0.00342008,0.00210965,1222.5541,1209.9995,103700.2272
0.0190574,-0.0031909,0.00245022,1227.5543,1214.9997,103526.1795
0.0170405,-0.00295459,0.00205738,1232.5552,1220.0006,103708.1517
0.0198756,-0.00324133,0.00205079,1237.5553,1225.0007,103492.0061
0.017647,-0.00304614,0.00188093,1242.5554,1230.0008,103747.126
0.0205457,-0.00327563,0.00188256,1247.5547,1235.0001,103570.1755
0.0182318,-0.0030752,0.0027157,1252.5547,1240.0001,103839.791
0.0211939,-0.0032968,0.00157995,1257.5549,1245.0003,104172.5218
0.0187942,-0.0031313,0.00222469,1262.555,1250.0004,103975.5667
0.0210443,-0.00320874,0.00147696,1267.5546,1255,103610.5703
0.0194402,-0.00318823,0.00220464,1272.5553,1260.0007,103788.3954
0.0173967,-0.0029625,0.00238157,1277.5551,1265.0005,103594.3726
0.0201343,-0.00322741,0.00216138,1282.5546,1270,103833.78
0.0177738,-0.00304301,0.0027171,1287.5548,1275.0002,103646.6321
0.025487,-0.00371952,-0.000675548,1292.5553,1280.0007,103812.2277
0.0222802,-0.00351897,0.00111976,1297.5552,1285.0006,103709.9236
0.0196956,-0.00328047,0.00179175,1302.5552,1290.0006,103773.282
0.0175836,-0.00307433,0.00246191,1307.5551,1295.0005,103739.0243
0.0203421,-0.00333488,0.00225672,1312.5548,1300.0002,103785.2886
0.0181276,-0.0030768,0.00243488,1317.5551,1305.0005,104240.518
0.0207303,-0.00333076,0.00178089,1322.5551,1310.0005,104079.2441
0.0184337,-0.00315453,0.00273796,1327.5547,1315.0001,103717.7515
0.0211534,-0.00337272,0.00191219,1332.5548,1320.0002,103890.6369
0.0188622,-0.00316014,0.00233564,1337.5546,1325,103702.97
0.0216571,-0.0034136,0.00142759,1342.5553,1330.0007,104248.9479
0.0192082,-0.00321907,0.00202632,1347.5545,1334.9999,104264.9942
0.0252664,-0.0036449,-0.00118471,1352.555,1340.0004,103946.2941
0.0234829,-0.0036965,-0.000610734,1357.5542,1344.9996,103651.1849
0.020645,-0.00342754,0.00116678,1362.5551,1350.0005,104217.9479
0.0184766,-0.00315692,0.00158655,1367.5553,1355.0007,104116.9125
0.0211197,-0.00340629,0.0018844,1372.5552,1360.0006,103773.7614
0.0188077,-0.00323224,0.00219764,1377.5545,1364.9999,103971.434
0.0255205,-0.00388348,-0.00123245,1382.5553,1370.0007,104245.0774
0.0223526,-0.0036458,0.000411182,1387.5549,1375.0003,104029.298
0.0196988,-0.00336071,0.00180208,1392.5552,1380.0006,103953.9766
0.0210164,-0.00334565,0.0016402,1397.5541,1384.9995,104368.9829
0.0245069,-0.00382419,-0.000774857,1402.5546,1390,104179.0502
0.0214931,-0.00359897,0.00159954,1407.5555,1395.0009,103797.9664
0.0191161,-0.00331319,0.00269393,1412.555,1400.0004,103946.3043
0.0266337,-0.00396011,-0.00252774,1417.555,1405.0004,103857.7303
0.0234511,-0.00378945,9.74E-05,1422.555,1410.0004,103989.1963
0.0207123,-0.00349984,0.00179886,1427.5551,1415.0005,103809.7696
0.0259612,-0.00384897,-0.00154573,1432.5553,1420.0007,104382.1224
0.0247299,-0.00390602,-0.000978542,1437.5553,1425.0007,104278.6396
0.0217624,-0.00366477,0.0014087,1442.5551,1430.0005,103919.4135
0.0194055,-0.00335377,0.00153024,1447.5551,1435.0005,104044.4339
0.0219212,-0.00360137,0.0010587,1452.5552,1440.0006,103924.1977
0.0222912,-0.00356548,0.00076277,1457.5547,1445.0001,104039.9778
0.0218449,-0.00358567,0.00101406,1462.555,1450.0004,104047.0515
0.0221727,-0.00354195,0.00149527,1467.555,1455.0004,104052.3741
0.0257777,-0.00403056,-0.00158431,1472.5545,1459.9999,103982.5861
0.0225705,-0.0037665,0.00107402,1477.5549,1465.0003,104003.3525
0.0201025,-0.0034786,0.00121916,1482.5553,1470.0007,104066.2151
0.0225386,-0.00370178,0.000506253,1487.5547,1475.0001,103984.7024
0.022554,-0.00363336,0.000546748,1492.5552,1480.0006,104218.0461
0.0223154,-0.00366707,0.000433505,1497.555,1485.0004,104418.476
0.024584,-0.00380644,-0.000704755,1502.5546,1490,104151.9987
0.0218759,-0.00364152,0.00146603,1507.5553,1495.0007,104141.2977
0.0243942,-0.00376139,-0.000678014,1512.5551,1500.0005,104446.5933
0.0217212,-0.0036195,0.0010932,1517.5553,1505.0007,104245.8517
0.0240816,-0.00377895,-1.46E-05,1522.5549,1510.0003,104139.6197
0.0213295,-0.00357029,0.00181065,1527.5549,1515.0003,104501.1138
0.0281785,-0.00413167,-0.00411767,1532.5545,1519.9999,104279.9736
0.0247898,-0.00397978,-0.00139153,1537.5551,1525.0005,103991.545
0.021866,-0.00369284,0.00106898,1542.555,1530.0004,104465.6896
0.0261289,-0.00392376,-0.00168615,1547.5551,1535.0005,104303.2994
0.0255012,-0.00408421,-0.00120729,1552.5552,1540.0006,104017.8297
0.0225181,-0.00377703,0.0001074,1557.5545,1544.9999,104506.799
0.026578,-0.00398249,-0.00232461,1562.5552,1550.0006,104356.9137
0.0260423,-0.00414188,-0.00265365,1567.5549,1555.0003,104066.1874
0.0229416,-0.00385391,-0.000298843,1572.5551,1560.0005,104534.0503
0.0222595,-0.00368576,0.00121143,1577.5553,1565.0007,104372.5869
0.0266399,-0.00420277,-0.00255286,1582.5542,1569.9996,104171.3146
0.0234357,-0.00392089,1.47E-05,1587.5542,1574.9996,104548.6515
0.022632,-0.00373481,0.000357751,1592.5554,1580.0008,104368.2696
0.0269478,-0.00426779,-0.00318216,1597.5543,1584.9997,104072.6289
0.0238699,-0.0039745,-0.00102462,1602.5545,1589.9999,104544.9595
0.0229207,-0.00375989,-0.000222422,1607.5545,1594.9999,104395.3856
0.0272086,-0.00428451,-0.00283099,1612.5551,1600.0005,104090.4115
0.0240426,-0.00399797,-0.000662385,1617.5553,1605.0007,104550.7696
0.022871,-0.00382036,0.000226789,1622.5542,1609.9996,104384.8849
0.0273221,-0.00432198,-0.00347844,1627.5546,1615,104286.6654
0.0241554,-0.00404237,-0.000987155,1632.5551,1620.0005,104352.17
0.022945,-0.00378334,0.000301006,1637.5546,1625,104335.4654
0.0275185,-0.00436872,-0.00398742,1642.5546,1630,104674.7684
0.0242729,-0.00406085,-0.000859359,1647.5545,1634.9999,104430.1371
0.0229626,-0.00384015,0.000226735,1652.555,1640.0004,104326.1058
0.0276571,-0.00437579,-0.00361765,1657.5555,1645.0009,104611.4741
0.0243234,-0.00410665,-0.000936401,1662.5548,1650.0002,104354.6507
0.0274645,-0.00417171,-0.00365771,1667.5543,1654.9997,104310.2894
0.0247383,-0.00408415,-0.00139758,1672.5544,1659.9998,104569.4921
0.0303246,-0.00447548,-0.0058653,1677.5551,1665.0005,104353.1562
0.0272528,-0.00433088,-0.00372055,1682.5553,1670.0007,104454.5988
0.0241068,-0.00404331,-0.00121889,1687.5549,1675.0003,104604.7366
0.0298852,-0.00447317,-0.00567847,1692.5546,1680,104357.0638
0.0270198,-0.00435813,-0.00377429,1697.5548,1685.0002,104380.6622
0.0239325,-0.00406147,-0.00101086,1702.5554,1690.0008,104611.2988
0.0298117,-0.00446678,-0.00538939,1707.555,1695.0004,104721.6597
0.0269462,-0.00439036,-0.00365953,1712.5551,1700.0005,104418.3963
0.0238752,-0.00407738,-0.00137891,1717.5546,1705,104484.4327
0.030099,-0.00459211,-0.00576954,1722.555,1710.0004,104634.2896
0.0265559,-0.00436427,-0.00283996,1727.5552,1715.0006,104330.6049
0.0236585,-0.00404352,-0.00041481,1732.5543,1719.9997,104594.663
0.0254361,-0.00423273,-0.00167567,1737.5548,1725.0002,104592.2336
0.0309637,-0.00474405,-0.00664428,1742.5548,1730.0002,104240.2765
0.0273886,-0.0045174,-0.00362236,1747.5546,1735,104654.4806
0.0242628,-0.00415918,-0.00148025,1752.5549,1740.0003,104528.5297
0.0304142,-0.00468725,-0.00642295,1757.5545,1744.9999,104697.2597
0.0269561,-0.00445318,-0.00384553,1762.5549,1750.0003,104775.6829
0.0239188,-0.00413517,-0.00126718,1767.5547,1755.0001,104453.3805
0.0298723,-0.00467849,-0.0058496,1772.5543,1759.9997,104701.8221
0.0264639,-0.00439833,-0.00322767,1777.555,1765.0004,104698.4008
0.023517,-0.00408396,-0.00129612,1782.5553,1770.0007,104336.3779
0.0292539,-0.00466197,-0.00485286,1787.5546,1775,104784.0509
0.025874,-0.00438266,-0.00276174,1792.5551,1780.0005,104676.1839
0.0314621,-0.00483437,-0.00774214,1797.5543,1784.9997,104419.9788
0.0277801,-0.00462014,-0.00414359,1802.5546,1790,104882.7799
0.0246814,-0.00426322,-0.00173738,1807.5549,1795.0003,104717.7662
0.0308208,-0.00483861,-0.00682905,1812.5549,1800.0003,104368.4099
0.0272645,-0.00454825,-0.00378026,1817.5555,1805.0009,104980.1854
0.0242296,-0.0041948,-0.00144263,1822.5546,1810,104805.1597
0.0305373,-0.00489769,-0.00649593,1827.5553,1815.0007,104491.7054
0.0271275,-0.00454988,-0.0041942,1832.554,1819.9994,104992.9673
0.0276926,-0.00443092,-0.00384336,1837.5547,1825.0001,104821.3204
0.0306371,-0.00494303,-0.00657995,1842.5548,1830.0002,104490.621
0.0270875,-0.00459474,-0.00334029,1847.5543,1834.9997,104984.8502
0.0276627,-0.0044654,-0.00421033,1852.555,1840.0004,104800.5042
0.0322106,-0.0051401,-0.00860591,1857.5543,1844.9997,104504.5431
0.0285031,-0.00478096,-0.00522228,1862.5546,1850,104990.88
0.0274919,-0.00454051,-0.00457796,1867.5554,1855.0008,104831.9829
0.0322621,-0.00515696,-0.0085395,1872.5547,1860.0001,104541.5844
0.0285513,-0.00479619,-0.0051295,1877.555,1865.0004,104985.2218
0.0274082,-0.00455903,-0.00381667,1882.5554,1870.0008,104821.0009
0.032468,-0.00517923,-0.00847915,1887.555,1875.0004,104718.0278
0.0287794,-0.00480729,-0.00529816,1892.5551,1880.0005,105064.6256
0.0275688,-0.00454163,-0.00393815,1897.5552,1885.0006,104799.7391
0.0326972,-0.00519017,-0.0084148,1902.5544,1889.9998,104728.4927
0.029006,-0.00485782,-0.00533834,1907.5546,1895,105031.3796
0.02767,-0.00456795,-0.00419944,1912.5551,1900.0005,104774.8757
0.0329865,-0.00525011,-0.00888737,1917.5547,1905.0001,104711.3605
0.0292365,-0.00488509,-0.00536992,1922.5554,1910.0008,104616.223
0.0327751,-0.00504703,-0.00840895,1927.5543,1914.9997,105151.6581
0.0327264,-0.00527206,-0.00894916,1932.5548,1920.0002,104977.3915
0.029088,-0.00489849,-0.00633217,1937.5551,1925.0005,104692.1041
